filename,date,time,frame_number,prey_event,prey_type
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_10_9081,2016-10-20,07:55:10,9081,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_10_9082,2016-10-20,07:55:10,9082,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_10_9083,2016-10-20,07:55:10,9083,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_10_9084,2016-10-20,07:55:10,9084,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_10_9085,2016-10-20,07:55:10,9085,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_10_9086,2016-10-20,07:55:10,9086,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_10_9087,2016-10-20,07:55:10,9087,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_10_9088,2016-10-20,07:55:10,9088,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_10_9089,2016-10-20,07:55:10,9089,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9090,2016-10-20,07:55:11,9090,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9091,2016-10-20,07:55:11,9091,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9092,2016-10-20,07:55:11,9092,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9093,2016-10-20,07:55:11,9093,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9094,2016-10-20,07:55:11,9094,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9095,2016-10-20,07:55:11,9095,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9096,2016-10-20,07:55:11,9096,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9097,2016-10-20,07:55:11,9097,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9098,2016-10-20,07:55:11,9098,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9099,2016-10-20,07:55:11,9099,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9100,2016-10-20,07:55:11,9100,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9101,2016-10-20,07:55:11,9101,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9102,2016-10-20,07:55:11,9102,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9103,2016-10-20,07:55:11,9103,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9104,2016-10-20,07:55:11,9104,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9105,2016-10-20,07:55:11,9105,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9106,2016-10-20,07:55:11,9106,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9107,2016-10-20,07:55:11,9107,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9108,2016-10-20,07:55:11,9108,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9109,2016-10-20,07:55:11,9109,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9110,2016-10-20,07:55:11,9110,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9111,2016-10-20,07:55:11,9111,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9112,2016-10-20,07:55:11,9112,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9113,2016-10-20,07:55:11,9113,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9114,2016-10-20,07:55:11,9114,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9115,2016-10-20,07:55:11,9115,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9116,2016-10-20,07:55:11,9116,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9117,2016-10-20,07:55:11,9117,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9118,2016-10-20,07:55:11,9118,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_11_9119,2016-10-20,07:55:11,9119,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9120,2016-10-20,07:55:12,9120,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9121,2016-10-20,07:55:12,9121,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9122,2016-10-20,07:55:12,9122,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9123,2016-10-20,07:55:12,9123,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9124,2016-10-20,07:55:12,9124,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9125,2016-10-20,07:55:12,9125,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9126,2016-10-20,07:55:12,9126,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9127,2016-10-20,07:55:12,9127,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9128,2016-10-20,07:55:12,9128,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9129,2016-10-20,07:55:12,9129,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9130,2016-10-20,07:55:12,9130,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9131,2016-10-20,07:55:12,9131,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9132,2016-10-20,07:55:12,9132,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9133,2016-10-20,07:55:12,9133,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9134,2016-10-20,07:55:12,9134,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9135,2016-10-20,07:55:12,9135,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9136,2016-10-20,07:55:12,9136,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9137,2016-10-20,07:55:12,9137,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9138,2016-10-20,07:55:12,9138,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9139,2016-10-20,07:55:12,9139,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9140,2016-10-20,07:55:12,9140,1,3
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9141,2016-10-20,07:55:12,9141,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9142,2016-10-20,07:55:12,9142,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9143,2016-10-20,07:55:12,9143,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9144,2016-10-20,07:55:12,9144,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9145,2016-10-20,07:55:12,9145,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9146,2016-10-20,07:55:12,9146,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9147,2016-10-20,07:55:12,9147,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9148,2016-10-20,07:55:12,9148,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_12_9149,2016-10-20,07:55:12,9149,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9150,2016-10-20,07:55:13,9150,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9151,2016-10-20,07:55:13,9151,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9152,2016-10-20,07:55:13,9152,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9153,2016-10-20,07:55:13,9153,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9154,2016-10-20,07:55:13,9154,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9155,2016-10-20,07:55:13,9155,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9156,2016-10-20,07:55:13,9156,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9157,2016-10-20,07:55:13,9157,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9158,2016-10-20,07:55:13,9158,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9159,2016-10-20,07:55:13,9159,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9160,2016-10-20,07:55:13,9160,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9161,2016-10-20,07:55:13,9161,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9162,2016-10-20,07:55:13,9162,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9163,2016-10-20,07:55:13,9163,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9164,2016-10-20,07:55:13,9164,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9165,2016-10-20,07:55:13,9165,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9166,2016-10-20,07:55:13,9166,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9167,2016-10-20,07:55:13,9167,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9168,2016-10-20,07:55:13,9168,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9169,2016-10-20,07:55:13,9169,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9170,2016-10-20,07:55:13,9170,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9171,2016-10-20,07:55:13,9171,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9172,2016-10-20,07:55:13,9172,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9173,2016-10-20,07:55:13,9173,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9174,2016-10-20,07:55:13,9174,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9175,2016-10-20,07:55:13,9175,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9176,2016-10-20,07:55:13,9176,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9177,2016-10-20,07:55:13,9177,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9178,2016-10-20,07:55:13,9178,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_13_9179,2016-10-20,07:55:13,9179,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9180,2016-10-20,07:55:14,9180,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9181,2016-10-20,07:55:14,9181,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9182,2016-10-20,07:55:14,9182,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9183,2016-10-20,07:55:14,9183,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9184,2016-10-20,07:55:14,9184,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9185,2016-10-20,07:55:14,9185,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9186,2016-10-20,07:55:14,9186,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9187,2016-10-20,07:55:14,9187,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9188,2016-10-20,07:55:14,9188,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9189,2016-10-20,07:55:14,9189,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9190,2016-10-20,07:55:14,9190,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9191,2016-10-20,07:55:14,9191,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9192,2016-10-20,07:55:14,9192,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9193,2016-10-20,07:55:14,9193,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9194,2016-10-20,07:55:14,9194,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9195,2016-10-20,07:55:14,9195,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9196,2016-10-20,07:55:14,9196,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9197,2016-10-20,07:55:14,9197,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9198,2016-10-20,07:55:14,9198,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9199,2016-10-20,07:55:14,9199,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9200,2016-10-20,07:55:14,9200,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9201,2016-10-20,07:55:14,9201,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9202,2016-10-20,07:55:14,9202,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9203,2016-10-20,07:55:14,9203,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9204,2016-10-20,07:55:14,9204,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9205,2016-10-20,07:55:14,9205,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9206,2016-10-20,07:55:14,9206,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9207,2016-10-20,07:55:14,9207,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9208,2016-10-20,07:55:14,9208,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_14_9209,2016-10-20,07:55:14,9209,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9210,2016-10-20,07:55:15,9210,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9211,2016-10-20,07:55:15,9211,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9212,2016-10-20,07:55:15,9212,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9213,2016-10-20,07:55:15,9213,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9214,2016-10-20,07:55:15,9214,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9215,2016-10-20,07:55:15,9215,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9216,2016-10-20,07:55:15,9216,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9217,2016-10-20,07:55:15,9217,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9218,2016-10-20,07:55:15,9218,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9219,2016-10-20,07:55:15,9219,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9220,2016-10-20,07:55:15,9220,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9221,2016-10-20,07:55:15,9221,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9222,2016-10-20,07:55:15,9222,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9223,2016-10-20,07:55:15,9223,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9224,2016-10-20,07:55:15,9224,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9225,2016-10-20,07:55:15,9225,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9226,2016-10-20,07:55:15,9226,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9227,2016-10-20,07:55:15,9227,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9228,2016-10-20,07:55:15,9228,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9229,2016-10-20,07:55:15,9229,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9230,2016-10-20,07:55:15,9230,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9231,2016-10-20,07:55:15,9231,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9232,2016-10-20,07:55:15,9232,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9233,2016-10-20,07:55:15,9233,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9234,2016-10-20,07:55:15,9234,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9235,2016-10-20,07:55:15,9235,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9236,2016-10-20,07:55:15,9236,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9237,2016-10-20,07:55:15,9237,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9238,2016-10-20,07:55:15,9238,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_15_9239,2016-10-20,07:55:15,9239,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9240,2016-10-20,07:55:16,9240,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9241,2016-10-20,07:55:16,9241,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9242,2016-10-20,07:55:16,9242,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9243,2016-10-20,07:55:16,9243,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9244,2016-10-20,07:55:16,9244,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9245,2016-10-20,07:55:16,9245,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9246,2016-10-20,07:55:16,9246,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9247,2016-10-20,07:55:16,9247,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9248,2016-10-20,07:55:16,9248,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9249,2016-10-20,07:55:16,9249,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9250,2016-10-20,07:55:16,9250,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9251,2016-10-20,07:55:16,9251,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9252,2016-10-20,07:55:16,9252,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9253,2016-10-20,07:55:16,9253,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9254,2016-10-20,07:55:16,9254,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9255,2016-10-20,07:55:16,9255,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9256,2016-10-20,07:55:16,9256,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9257,2016-10-20,07:55:16,9257,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9258,2016-10-20,07:55:16,9258,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9259,2016-10-20,07:55:16,9259,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9260,2016-10-20,07:55:16,9260,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9261,2016-10-20,07:55:16,9261,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9262,2016-10-20,07:55:16,9262,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9263,2016-10-20,07:55:16,9263,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9264,2016-10-20,07:55:16,9264,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9265,2016-10-20,07:55:16,9265,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9266,2016-10-20,07:55:16,9266,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9267,2016-10-20,07:55:16,9267,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9268,2016-10-20,07:55:16,9268,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_16_9269,2016-10-20,07:55:16,9269,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9270,2016-10-20,07:55:17,9270,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9271,2016-10-20,07:55:17,9271,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9272,2016-10-20,07:55:17,9272,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9273,2016-10-20,07:55:17,9273,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9274,2016-10-20,07:55:17,9274,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9275,2016-10-20,07:55:17,9275,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9276,2016-10-20,07:55:17,9276,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9277,2016-10-20,07:55:17,9277,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9278,2016-10-20,07:55:17,9278,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9279,2016-10-20,07:55:17,9279,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9280,2016-10-20,07:55:17,9280,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9281,2016-10-20,07:55:17,9281,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9282,2016-10-20,07:55:17,9282,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9283,2016-10-20,07:55:17,9283,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9284,2016-10-20,07:55:17,9284,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9285,2016-10-20,07:55:17,9285,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9286,2016-10-20,07:55:17,9286,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9287,2016-10-20,07:55:17,9287,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9288,2016-10-20,07:55:17,9288,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9289,2016-10-20,07:55:17,9289,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9290,2016-10-20,07:55:17,9290,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9291,2016-10-20,07:55:17,9291,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9292,2016-10-20,07:55:17,9292,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9293,2016-10-20,07:55:17,9293,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9294,2016-10-20,07:55:17,9294,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9295,2016-10-20,07:55:17,9295,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9296,2016-10-20,07:55:17,9296,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9297,2016-10-20,07:55:17,9297,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9298,2016-10-20,07:55:17,9298,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_17_9299,2016-10-20,07:55:17,9299,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9300,2016-10-20,07:55:18,9300,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9301,2016-10-20,07:55:18,9301,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9302,2016-10-20,07:55:18,9302,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9303,2016-10-20,07:55:18,9303,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9304,2016-10-20,07:55:18,9304,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9305,2016-10-20,07:55:18,9305,1,2
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9306,2016-10-20,07:55:18,9306,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9307,2016-10-20,07:55:18,9307,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9308,2016-10-20,07:55:18,9308,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9309,2016-10-20,07:55:18,9309,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9310,2016-10-20,07:55:18,9310,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9311,2016-10-20,07:55:18,9311,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9312,2016-10-20,07:55:18,9312,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9313,2016-10-20,07:55:18,9313,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9314,2016-10-20,07:55:18,9314,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9315,2016-10-20,07:55:18,9315,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9316,2016-10-20,07:55:18,9316,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9317,2016-10-20,07:55:18,9317,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9318,2016-10-20,07:55:18,9318,1,1
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9319,2016-10-20,07:55:18,9319,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9320,2016-10-20,07:55:18,9320,0,0
GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_55_18_9321,2016-10-20,07:55:18,9321,0,0
